,age,education,race,sex,hours-per-week,native-country,salary,first_name,last_names
37376,36,Assoc-acdm,White,Male,45,United-States,<=50K,Elizabeth,Bailey
37377,43,Masters,White,Male,55,United-States,<=50K,James,Carroll
37378,39,Some-college,White,Male,40,United-States,<=50K.,Gene,Burns
37379,49,Bachelors,White,Female,50,United-States,<=50K,Alison,Erickson
37380,32,11th,White,Female,40,United-States,<=50K,Kimberly,Frazier
37381,35,Some-college,White,Male,50,United-States,>50K,Henry,Weiss
37382,42,Assoc-acdm,White,Male,40,United-States,<=50K.,Tracy,Love
37383,41,Bachelors,White,Male,70,United-States,>50K,Michael,Vargas
37384,22,Bachelors,White,Female,40,United-States,>50K,Barry,Snow
37385,20,Some-college,White,Female,15,United-States,<=50K,Rachael,Dixon
37386,28,Bachelors,White,Male,40,United-States,>50K.,Heather,Huff
37387,27,HS-grad,White,Male,40,United-States,<=50K.,Jasmine,Thomas
37388,31,HS-grad,White,Female,30,United-States,<=50K,Michelle,Barr
37389,34,Bachelors,White,Female,40,United-States,<=50K.,Kristy,Chapman
37390,60,Bachelors,White,Male,40,United-States,>50K.,Denise,Wilkinson
37391,49,Some-college,White,Female,38,United-States,<=50K,Frank,Smith
37392,46,HS-grad,White,Male,40,United-States,<=50K,Ronald,Thomas
37393,24,HS-grad,White,Male,40,United-States,<=50K,Gregory,Chapman
37394,29,HS-grad,Black,Female,52,United-States,<=50K,Caleb,Copeland
37395,44,Some-college,White,Female,55,United-States,<=50K.,Jose,Lopez
37396,41,Assoc-voc,White,Male,40,United-States,>50K.,Sandra,Davis
37397,24,Bachelors,White,Male,35,United-States,<=50K.,Joseph,Kerr
37398,19,Some-college,White,Female,35,United-States,<=50K,Misty,Tapia
37399,30,Some-college,White,Female,45,United-States,<=50K.,Shannon,Gonzalez
37400,25,HS-grad,White,Male,65,United-States,<=50K.,Dennis,Webster
37401,46,Bachelors,White,Male,50,?,<=50K,Andrea,Vazquez
37402,58,Some-college,White,Male,60,United-States,<=50K,Emily,Solis
37403,36,Masters,White,Male,40,Japan,>50K,Victoria,Mckinney
37404,52,Some-college,White,Female,35,United-States,<=50K,Glenn,Herrera
37405,29,Prof-school,White,Male,60,United-States,>50K,Manuel,Yoder
37406,44,HS-grad,White,Male,40,United-States,>50K.,Amy,Bautista
37407,78,7th-8th,White,Male,20,United-States,<=50K,John,Marks
37408,36,HS-grad,White,Male,40,United-States,>50K.,Joshua,Blackwell
37409,65,HS-grad,Black,Female,40,United-States,<=50K,Joseph,Ray
37410,33,Bachelors,White,Male,35,United-States,<=50K,Carrie,Watson
37411,59,Some-college,White,Male,40,United-States,<=50K,Lydia,Cox
37412,37,HS-grad,White,Male,40,El-Salvador,<=50K.,Thomas,Willis
37413,40,Masters,White,Female,45,United-States,>50K,Samantha,Jenkins
37414,25,HS-grad,White,Female,50,United-States,>50K,Emily,Horn
37415,65,HS-grad,White,Male,40,United-States,>50K,Caroline,Reyes
37416,61,HS-grad,White,Female,40,United-States,<=50K.,Kyle,Garcia
37417,26,10th,White,Male,55,United-States,<=50K,Dillon,Hart
37418,35,11th,White,Male,40,United-States,<=50K.,Andrew,Gilmore
37419,49,Assoc-voc,White,Female,60,United-States,>50K,Eric,Waller
37420,39,Assoc-voc,White,Male,40,United-States,<=50K,Elizabeth,Ochoa
37421,43,Bachelors,White,Male,40,United-States,>50K,Joshua,Miller
37422,24,Bachelors,White,Female,50,United-States,<=50K,Christine,Torres
37423,38,,White,Male,40,United-States,<=50K.,Ryan,Wilkinson
37424,37,Prof-school,White,Male,55,United-States,>50K.,Miranda,Smith
37425,24,Some-college,Black,Female,45,United-States,<=50K,Miss,Sherry
37426,19,HS-grad,White,Female,30,United-States,<=50K,Sara,Guerrero
37427,25,HS-grad,Black,Male,30,United-States,<=50K,Laura,Wright
37428,29,HS-grad,Black,Female,40,United-States,<=50K,Deborah,Estes
37429,47,Bachelors,White,Male,40,United-States,<=50K,Cynthia,Williams
37430,32,Some-college,Amer-Indian-Eskimo,Male,40,United-States,<=50K.,Travis,Hall
37431,48,HS-grad,Asian-Pac-Islander,Male,30,South,<=50K,Tricia,Jackson
37432,39,HS-grad,Black,Male,40,United-States,<=50K,Frederick,Alexander
37433,80,7th-8th,White,Male,35,United-States,<=50K.,Lisa,Solis
37434,42,HS-grad,White,Male,40,El-Salvador,<=50K,Brett,Reynolds
37435,39,Prof-school,White,Male,50,United-States,>50K,Martha,Sanders
37436,37,HS-grad,White,Male,50,United-States,<=50K,Jennifer,Wells
37437,27,HS-grad,Black,Female,40,United-States,<=50K,Keith,Gross
37438,56,HS-grad,White,Male,40,United-States,<=50K.,Sherri,Peterson
37439,40,Some-college,White,Male,40,United-States,>50K,Cameron,Reed
37440,66,Some-college,White,Male,40,Canada,<=50K,Laurie,King
37441,33,Bachelors,White,Male,40,United-States,<=50K.,Bethany,Vargas
37442,22,Bachelors,White,Female,30,United-States,<=50K,Madison,Carrillo
37443,44,HS-grad,White,Female,40,United-States,<=50K,Kenneth,Hawkins
37444,58,12th,White,Male,40,United-States,<=50K.,Lisa,Lawson
37445,39,Some-college,Black,Female,50,United-States,>50K,Kelsey,Butler
37446,50,Some-college,Black,Female,40,United-States,<=50K,Emily,Nelson
37447,62,HS-grad,White,Female,24,United-States,<=50K,Alexis,Riley
37448,64,7th-8th,White,Male,40,United-States,<=50K,Jose,Long
37449,47,Bachelors,Black,Male,40,United-States,>50K,Tracey,Hess
37450,24,Some-college,White,Female,25,United-States,<=50K,Joshua,Huffman
37451,18,11th,White,Female,16,United-States,<=50K,Grace,Foley
37452,37,HS-grad,White,Female,40,United-States,<=50K.,Katie,Roberts
37453,53,HS-grad,White,Female,65,United-States,<=50K.,Lonnie,Thomas
37454,41,HS-grad,White,Female,40,United-States,<=50K,Shawn,Nichols
37455,55,Bachelors,White,Male,60,United-States,>50K,Clinton,Erickson
37456,32,10,White,Female,40,United-States,<=50K.,Robert,Howell
37457,41,Some-college,White,Male,40,United-States,>50K,Hannah,Craig
37458,24,Bachelors,White,Male,40,United-States,<=50K,Lawrence,Wood
37459,35,HS-grad,White,Male,40,United-States,<=50K,Brandon,Marquez
37460,17,10th,White,Male,40,United-States,<=50K.,Lucas,Odonnell
37461,20,Some-college,Black,Male,20,United-States,<=50K,Michelle,Garrison
37462,43,Some-college,White,Male,55,Canada,<=50K.,Matthew,Bennett
37463,53,,White,Male,30,United-States,<=50K.,Marc,Ross
37464,20,Some-college,White,Male,50,United-States,<=50K,Heather,Smith
37465,47,HS-grad,White,Male,50,United-States,<=50K,Laura,Hernandez
37466,39,12,White,Female,40,United-States,<=50K,Frank,Colon
37467,23,9,White,Male,40,United-States,<=50K,Jennifer,Frazier
37468,30,Bachelors,White,Female,35,United-States,>50K.,Kathy,Roberts
37469,46,Assoc-voc,White,Male,42,United-States,<=50K,Melissa,Moran
37470,25,HS-grad,White,Male,40,United-States,<=50K,Russell,Jackson
37471,68,HS-grad,White,Female,33,United-States,<=50K.,Aaron,Cooper
37472,51,10,White,Female,40,United-States,<=50K.,Brent,Owens
37473,46,Bachelors,Asian-Pac-Islander,Male,40,Philippines,>50K.,Kathy,West
37474,30,Some-college,Black,Male,40,United-States,<=50K,Michael,Macdonald
37475,68,Bachelors,White,Male,25,United-States,<=50K,Elizabeth,Gilmore
37476,30,HS-grad,White,Male,40,Germany,<=50K.,Sally,Kelly
37477,18,HS-grad,White,Female,17,United-States,<=50K.,Anita,Cross
37478,33,Assoc-voc,White,Male,40,United-States,>50K,Sarah,Brooks
37479,31,Bachelors,White,Male,50,United-States,>50K,John,Hart
37480,41,Prof-school,White,Female,60,United-States,>50K.,Diana,Owen
37481,35,,White,Female,60,United-States,<=50K.,Dennis,York
37482,59,Prof-school,White,Male,84,United-States,>50K.,Tyler,Morgan
37483,35,Bachelors,White,Female,40,United-States,<=50K,Lisa,Thompson
37484,65,Some-college,White,Female,20,Hungary,<=50K,Tiffany,Adams
37485,41,Doctorate,White,Female,50,United-States,>50K,Brandon,Martin
37486,46,Bachelors,White,Male,40,United-States,<=50K.,Michele,Sherman
37487,44,,White,Male,40,United-States,>50K,Tiffany,Lopez
37488,29,HS-grad,White,Male,37,United-States,<=50K,Leslie,Miller
37489,35,HS-grad,White,Male,40,United-States,<=50K,Jeremy,Bush
37490,49,Some-college,White,Male,40,United-States,<=50K.,Omar,Wolf
37491,37,HS-grad,Other,Male,40,Mexico,<=50K,Cindy,Cole
37492,35,Bachelors,Asian-Pac-Islander,Male,60,United-States,>50K.,Stacey,Davis
37493,63,HS-grad,Asian-Pac-Islander,Male,40,Vietnam,<=50K,Tammy,Lowe
37494,23,HS-grad,White,Female,40,United-States,>50K,Ruth,Henderson
37495,35,Some-college,White,Female,65,United-States,<=50K,Anita,Robertson
37496,54,Bachelors,White,Male,40,United-States,>50K.,Andrew,Howard
37497,36,11th,White,Male,40,United-States,<=50K,Mr.,Christopher
37498,34,Bachelors,White,Male,65,United-States,>50K,Daniel,Hood
37499,42,Doctorate,White,Male,7,?,<=50K,Lauren,Kim
37500,42,Some-college,White,Male,40,United-States,>50K.,Erica,Hayes
37501,18,HS-grad,White,Female,30,?,<=50K,Jose,Palmer
37502,44,Bachelors,White,Male,40,United-States,>50K,Brett,Chang
37503,18,11th,Black,Male,20,United-States,<=50K,Wendy,Hall
37504,41,12th,White,Male,40,United-States,<=50K.,Alexandra,Johnson
37505,59,HS-grad,White,Male,40,United-States,<=50K.,Rebecca,Suarez
37506,41,Masters,White,Male,40,United-States,>50K,Sandra,Hall
37507,20,Some-college,White,Male,40,United-States,<=50K,Angela,Harris
37508,35,Some-college,White,Female,20,United-States,>50K,Robert,Hartman
37509,37,HS-grad,White,Female,60,United-States,<=50K,Maurice,Green
37510,64,HS-grad,White,Male,40,United-States,>50K,Jesse,Bryant
37511,40,HS-grad,Black,Male,40,United-States,<=50K.,Larry,Osborne
37512,43,Masters,White,Male,40,United-States,>50K,Cathy,York
37513,31,9th,White,Male,40,United-States,<=50K,Danielle,Welch
37514,33,Bachelors,White,Male,50,England,<=50K.,Joseph,Robinson
37515,56,Masters,White,Male,40,United-States,<=50K,Shelby,Forbes
37516,34,Assoc-acdm,White,Male,60,United-States,<=50K,Maureen,Serrano
37517,40,9,White,Male,40,United-States,<=50K.,Heather,Shepard
37518,28,HS-grad,White,Male,45,United-States,>50K,Kevin,Gross
37519,37,7th-8th,White,Female,44,United-States,<=50K.,Matthew,Morris
37520,48,Bachelors,White,Male,40,United-States,<=50K.,Hector,Medina
37521,18,HS-grad,White,Female,20,United-States,<=50K,Connor,Bender
37522,30,9th,White,Female,30,United-States,<=50K,Zachary,Thompson
37523,57,Masters,White,Male,50,United-States,>50K.,Adam,West
37524,31,HS-grad,White,Male,40,United-States,>50K,Jeffrey,Thompson
37525,49,Masters,White,Female,35,United-States,<=50K,Donald,Johnson
37526,19,Some-college,Black,Female,15,United-States,<=50K.,Ronnie,Spence
37527,31,Bachelors,White,Male,40,United-States,<=50K,Shawn,Stokes
37528,56,Some-college,White,Female,35,United-States,<=50K.,Elijah,Carrillo
37529,61,HS-grad,White,Female,40,United-States,<=50K.,Curtis,Hayes
37530,33,10th,White,Male,40,United-States,<=50K,Hailey,Norton
37531,58,Some-college,White,Female,40,United-States,<=50K,Jennifer,Peterson
37532,30,HS-grad,White,Male,40,United-States,<=50K,Hannah,Davis
37533,23,Bachelors,White,Male,40,United-States,<=50K,Jeffrey,Hood
37534,36,13,White,Female,40,United-States,<=50K,Kara,Hobbs
37535,44,Some-college,White,Male,40,United-States,<=50K,Stephen,Burke
37536,65,HS-grad,White,Male,40,Greece,<=50K,Ashley,Campbell
37537,18,HS-grad,White,Female,28,United-States,<=50K.,Tracy,Reyes
37538,49,9th,White,Male,38,United-States,<=50K,Justin,Marquez
37539,55,5th-6th,White,Male,40,Mexico,<=50K,Todd,Torres
37540,51,,White,Male,50,United-States,<=50K,Kelsey,Rodgers
37541,24,Bachelors,White,Male,43,United-States,<=50K,Curtis,Haney
37542,54,Masters,White,Male,40,United-States,>50K.,Jonathan,Ingram
37543,41,Bachelors,White,Female,10,United-States,>50K,Micheal,Medina
37544,17,9th,White,Male,45,United-States,<=50K,Kimberly,Raymond
37545,38,HS-grad,White,Male,40,United-States,<=50K,Melinda,Hawkins
37546,25,HS-grad,Amer-Indian-Eskimo,Female,35,United-States,<=50K,Joanna,Bailey
37547,25,Assoc-voc,White,Female,40,United-States,>50K,Anne,Powell
37548,42,Bachelors,White,Male,40,United-States,<=50K.,Lisa,Krause
37549,37,Bachelors,White,Male,40,United-States,>50K,Cole,Clark
37550,45,Some-college,White,Male,50,United-States,<=50K.,Jesus,Cruz
37551,48,Masters,White,Male,40,Mexico,>50K,Trevor,Wood
37552,72,HS-grad,White,Male,8,United-States,<=50K,Scott,Griffin
37553,28,Bachelors,White,Male,40,United-States,>50K,Luke,Farmer
37554,36,Some-college,White,Male,40,United-States,>50K.,William,Olsen
37555,41,Masters,White,Male,40,United-States,<=50K,Kevin,Beck
37556,39,Bachelors,White,Male,60,United-States,<=50K.,Kelly,Wilson
37557,19,Some-college,White,Female,30,United-States,<=50K,Ronnie,Price
37558,29,Some-college,White,Male,40,United-States,<=50K,Patrick,Sanchez
37559,66,9th,White,Male,40,United-States,<=50K,Jennifer,Patel
37560,22,10th,White,Male,40,United-States,<=50K.,Susan,Wolf
37561,34,HS-grad,White,Male,40,United-States,<=50K.,Luis,Marshall
37562,39,Some-college,White,Male,62,United-States,>50K,Gregory,Figueroa
37563,55,Bachelors,White,Male,40,United-States,>50K,Joshua,Holden
37564,41,HS-grad,Black,Female,40,United-States,<=50K,Tiffany,Little
37565,49,Some-college,White,Male,30,United-States,<=50K.,Rhonda,Jordan
37566,39,Some-college,White,Female,56,United-States,<=50K,Lisa,Schneider
37567,34,Bachelors,White,Male,45,United-States,<=50K.,Sarah,Floyd
37568,25,Bachelors,White,Female,40,United-States,<=50K,Jessica,Davis
37569,22,Bachelors,White,Female,20,United-States,<=50K.,Alice,Boyd
37570,28,Bachelors,White,Male,40,United-States,>50K,Angela,Taylor
37571,37,Bachelors,White,Male,60,United-States,>50K,Sabrina,Davis
37572,48,HS-grad,White,Male,40,United-States,<=50K.,Gabrielle,Cox
37573,26,,White,Female,30,United-States,<=50K.,Sydney,Brown
37574,32,12th,White,Male,40,United-States,<=50K,Timothy,Blackwell
37575,32,Bachelors,White,Male,50,United-States,>50K.,Adam,Hill
37576,67,Masters,White,Female,40,United-States,<=50K,Nicole,Lopez
37577,31,10th,White,Male,40,Mexico,<=50K,Miranda,Watson
37578,69,7th-8th,White,Male,35,United-States,<=50K.,April,Mcgee
37579,46,Some-college,White,Male,38,United-States,>50K,Ashley,Mathis
37580,33,Bachelors,Asian-Pac-Islander,Male,40,India,<=50K,Barbara,Berger
37581,43,Some-college,White,Male,40,United-States,<=50K,Sharon,Hudson
37582,49,Bachelors,White,Male,40,United-States,>50K,Brandon,Bell
37583,68,Bachelors,White,Male,40,United-States,>50K,Linda,Mason
37584,45,Some-college,Amer-Indian-Eskimo,Male,40,United-States,<=50K,Stephen,Bryant
37585,42,Some-college,White,Female,40,United-States,<=50K.,Brian,White
37586,40,Bachelors,White,Male,75,United-States,>50K,Jack,Reynolds
37587,31,Some-college,White,Female,40,United-States,<=50K.,Larry,Baker
37588,34,Bachelors,Asian-Pac-Islander,Male,70,South,>50K,Trevor,Osborne
37589,57,Bachelors,White,Male,50,United-States,>50K.,Darin,Carroll
37590,19,Some-college,Amer-Indian-Eskimo,Female,40,United-States,<=50K,Albert,Holder
37591,72,HS-grad,White,Male,30,United-States,<=50K,Eric,Schwartz
37592,55,HS-grad,White,Male,40,United-States,<=50K,Judith,Haley
37593,25,Bachelors,Asian-Pac-Islander,Male,44,Philippines,<=50K,Joshua,Ortiz
37594,30,Some-college,Black,Male,40,United-States,<=50K.,April,Blake
37595,40,9,Black,Male,50,United-States,<=50K,Brandon,Perkins
37596,39,10th,White,Male,40,Columbia,<=50K.,Amber,Alexander
37597,46,HS-grad,White,Male,40,United-States,<=50K.,Allison,Branch
37598,23,Some-college,Black,Female,40,United-States,<=50K,Douglas,Chang
37599,73,HS-grad,White,Male,15,United-States,<=50K,Mr.,James
37600,36,Some-college,White,Male,40,United-States,>50K.,Gregory,Grimes
37601,61,Some-college,White,Female,40,United-States,>50K,Chad,Obrien
37602,52,Some-college,White,Female,50,United-States,<=50K,Brittany,Byrd
37603,23,HS-grad,White,Male,55,United-States,<=50K.,Catherine,Russell
37604,44,Assoc-voc,White,Male,50,United-States,>50K.,Cynthia,Shaw
37605,42,Masters,White,Male,65,United-States,<=50K.,Jeremy,Cook
37606,53,Assoc-voc,White,Male,40,United-States,>50K,Kristie,Franklin
37607,40,Bachelors,White,Male,31,United-States,<=50K.,Cheryl,Wells
37608,20,Some-college,White,Female,18,United-States,<=50K,Joseph,Howard
37609,33,Some-college,White,Male,40,United-States,>50K.,Stacy,Knight
37610,53,,Black,Female,56,United-States,<=50K,Kimberly,Costa
37611,58,10,White,Male,60,United-States,>50K.,Michael,Hines
37612,50,HS-grad,White,Male,40,United-States,>50K,Jeffrey,Hernandez
37613,41,HS-grad,White,Female,40,United-States,<=50K.,Frances,Thomas
37614,31,HS-grad,White,Female,40,Mexico,<=50K.,Kelly,Le
37615,21,Some-college,White,Male,30,United-States,<=50K,Christopher,Maldonado
37616,21,Some-college,Black,Male,48,Mexico,<=50K,James,Young
37617,28,HS-grad,White,Male,45,United-States,<=50K.,Jane,Wilson
37618,35,Bachelors,White,Male,16,United-States,>50K,Dawn,Peterson
37619,61,Some-college,Black,Male,40,United-States,<=50K.,Meghan,Wilson
37620,41,Some-college,White,Male,91,United-States,<=50K,Jacob,Jensen
37621,41,HS-grad,White,Male,40,United-States,<=50K.,Dan,Taylor
37622,47,HS-grad,White,Male,40,United-States,>50K,Spencer,Parker
37623,25,Bachelors,White,Female,40,United-States,<=50K,Mrs.,Sarah
37624,47,Bachelors,White,Male,60,United-States,<=50K,Tyler,Morrison
37625,30,7th-8th,White,Male,40,United-States,<=50K,Johnathan,Lopez
37626,56,5th-6th,Black,Male,40,United-States,<=50K.,Cheryl,Guerra
37627,34,HS-grad,Black,Male,40,United-States,<=50K,Rebecca,Rush
37628,19,HS-grad,White,Male,40,United-States,<=50K,Amy,Barnett
37629,25,Some-college,White,Female,45,United-States,<=50K.,Christine,Zavala
37630,60,HS-grad,White,Male,40,United-States,<=50K.,Gregory,Stanley
37631,26,12th,Other,Male,98,Dominican-Republic,<=50K,Laura,Jones
37632,36,Some-college,White,Female,25,United-States,<=50K,Terry,Golden
37633,47,14,White,Female,40,United-States,>50K.,Kevin,Livingston
37634,49,HS-grad,White,Male,60,United-States,<=50K.,Julie,Cox
37635,20,Some-college,White,Male,20,United-States,<=50K,Ryan,Ryan
37636,54,HS-grad,White,Female,30,United-States,<=50K,Taylor,Holmes
37637,51,HS-grad,White,Male,40,United-States,>50K,Leah,Murphy
37638,33,10th,White,Female,45,United-States,<=50K,Candace,Kemp
37639,32,HS-grad,White,Female,40,United-States,<=50K,Robert,Lam
37640,25,10th,White,Male,45,United-States,<=50K,Curtis,Farrell
37641,27,HS-grad,White,Male,40,Germany,<=50K.,Frank,Bates
37642,21,HS-grad,White,Male,32,United-States,<=50K,Nathan,Gallegos
37643,43,7th-8th,Black,Male,40,United-States,<=50K.,Terri,Wolf
37644,45,Some-college,Amer-Indian-Eskimo,Male,40,United-States,<=50K,John,Day
37645,19,11th,White,Female,30,United-States,<=50K,Glenn,Mcdaniel
37646,24,HS-grad,Black,Male,36,United-States,<=50K.,Ralph,Reid
37647,46,Bachelors,White,Male,10,United-States,>50K.,Kevin,Wallace
37648,21,12th,Black,Male,48,?,<=50K,Allen,Watson
37649,33,HS-grad,Amer-Indian-Eskimo,Male,40,United-States,<=50K,Angela,Wilkinson
37650,38,HS-grad,White,Male,40,United-States,<=50K,Adam,Nelson
37651,71,HS-grad,White,Male,40,United-States,<=50K,William,Clark
37652,58,HS-grad,White,Male,60,United-States,<=50K,Christian,Durham
37653,27,Bachelors,White,Male,50,United-States,<=50K,James,Wood
37654,29,HS-grad,White,Male,60,United-States,<=50K,Adam,Chen
37655,30,HS-grad,White,Male,40,,<=50K.,Chelsey,Walters
37656,37,Bachelors,White,Female,50,United-States,>50K,Charlene,Moss
37657,43,Bachelors,White,Male,40,United-States,>50K,Brenda,Robinson
37658,20,Some-college,White,Male,25,United-States,<=50K.,Joanne,Parker
37659,47,Preschool,White,Male,25,El-Salvador,<=50K.,Donald,Hardy
37660,29,HS-grad,White,Male,40,United-States,<=50K.,Matthew,Garcia
37661,29,Assoc-voc,White,Male,40,United-States,>50K,George,Ramos
37662,35,HS-grad,White,Female,40,United-States,<=50K,Justin,Cole
37663,25,HS-grad,White,Male,45,United-States,<=50K,Jennifer,Gutierrez
37664,42,Some-college,White,Male,40,United-States,>50K,David,Wood
37665,49,Bachelors,Asian-Pac-Islander,Male,50,South,>50K,Crystal,Harris
37666,46,Some-college,Black,Female,40,United-States,<=50K.,Timothy,Morgan
37667,18,9th,White,Male,40,United-States,<=50K,Mark,Rogers
37668,34,12th,Black,Male,55,United-States,<=50K.,Rebecca,Rivera
37669,25,Some-college,Black,Male,40,United-States,<=50K,Claudia,Henry
