,marital-status,workclass,occupation,salary,relationship,hours-per-week,sex,native-country,first_name,last_names
18998,Married-civ-spouse,Private,Exec-managerial,>50K,Wife,40,Male,United-States,Tracie,Torres
18999,Married-civ-spouse,State-gov,Other-service,<=50K,Wife,15,Female,United-States,Kathryn,Griffin
19000,Married-spouse-absent,Private,Exec-managerial,>50K,Not-in-family,55,Male,United-States,Monica,Taylor
19001,Married-civ-spouse,Federal-gov,Prof-specialty,>50K.,Husband,50,Male,,Jacqueline,Ford
19002,Never-married,Private,Adm-clerical,<=50K,Not-in-family,27,Female,United-States,Gavin,Brown
19003,Divorced,Local-gov,Transport-moving,<=50K.,Not-in-family,40,Male,United-States,Donna,Nelson
19004,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Gregory,Edwards
19005,Married-civ-spouse,Private,Protective-serv,>50K,Husband,40,Male,United-States,Lauren,Crawford
19006,Married-civ-spouse,Private,Other-service,<=50K.,Husband,40,Male,United-States,Heidi,Villanueva
19007,Separated,Local-gov,Other-service,<=50K,Not-in-family,40,Male,United-States,Christina,Wolf
19008,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Mr.,Jimmy
19009,Married-spouse-absent,Private,Transport-moving,<=50K,Not-in-family,32,Male,Canada,Susan,Boone
19010,Divorced,Private,Prof-specialty,<=50K,Unmarried,40,Female,United-States,Melissa,Parrish
19011,Never-married,Federal-gov,Prof-specialty,<=50K,Not-in-family,40,Female,United-States,Cameron,Carey
19012,Married-civ-spouse,Self-emp-not-inc,Craft-repair,>50K.,Husband,40,Male,United-States,Erin,Schultz
19013,Never-married,Private,Tech-support,<=50K,Own-child,40,Female,United-States,Gabriella,Davis
19014,Never-married,Private,Machine-op-inspct,<=50K,Own-child,40,Male,India,Susan,King
19015,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,>50K,Husband,40,Male,United-States,Christopher,Riley
19016,Never-married,Private,Prof-specialty,<=50K,Not-in-family,40,Female,United-States,Emily,Martin
19017,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,38,Male,United-States,Trevor,Schmidt
19018,Married-civ-spouse,Private,Exec-managerial,<=50K,Husband,40,Male,United-States,Cynthia,Richardson
19019,Married-civ-spouse,Private,Sales,>50K.,Husband,50,Male,United-States,Richard,Garrett
19020,Married-civ-spouse,Federal-gov,Craft-repair,>50K,Husband,40,Male,United-States,Danny,Williams
19021,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K,Husband,50,Male,United-States,David,Simpson
19022,Never-married,Federal-gov,Other-service,<=50K,Own-child,40,Male,United-States,Troy,Harris
19023,Divorced,Local-gov,Protective-serv,<=50K,Unmarried,48,Male,Germany,Kristen,Smith
19024,Divorced,Private,Prof-specialty,<=50K.,Not-in-family,45,Male,United-States,Tommy,Shannon
19025,Widowed,Private,Prof-specialty,<=50K,Not-in-family,16,Female,United-States,Joy,Weiss
19026,Married-civ-spouse,State-gov,Protective-serv,>50K,Husband,40,Male,United-States,Nancy,Cruz
19027,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Todd,Rogers
19028,Separated,Private,Machine-op-inspct,<=50K.,Unmarried,40,Female,United-States,Sarah,Henderson
19029,Divorced,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Crystal,Wagner
19030,Divorced,Private,Adm-clerical,<=50K.,Unmarried,40,Female,United-States,James,Glover
19031,Never-married,Private,Sales,<=50K.,Own-child,15,Male,United-States,Marcus,Silva
19032,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,Jane,Gonzalez
19033,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Male,United-States,Ruth,Lin
19034,Never-married,Private,Handlers-cleaners,<=50K.,Not-in-family,40,Male,United-States,Barry,Mcmillan
19035,Divorced,State-gov,Prof-specialty,>50K,Unmarried,36,Male,United-States,Derek,Patton
19036,Never-married,Private,Exec-managerial,<=50K,Not-in-family,70,Male,United-States,Alexandria,Fox
19037,Divorced,Self-emp-not-inc,Sales,<=50K,Not-in-family,40,Male,United-States,Tyler,Howard
19038,Divorced,Private,Exec-managerial,>50K,Not-in-family,62,Male,United-States,Eugene,Stuart
19039,Widowed,,,<=50K.,Unmarried,60,Female,United-States,Jordan,Todd
19040,Divorced,Private,Handlers-cleaners,<=50K,Other-relative,40,Male,United-States,Cody,Becker
19041,Married-civ-spouse,Private,Exec-managerial,>50K.,Wife,40,Female,United-States,Pamela,Romero
19042,Never-married,Private,Adm-clerical,<=50K,Unmarried,40,Male,United-States,Robert,Mills
19043,Married-civ-spouse,Private,Exec-managerial,>50K,Wife,40,Female,United-States,Sonya,Henry
19044,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K,Husband,50,Male,United-States,Devin,Brown
19045,Married-civ-spouse,Private,Sales,<=50K,Husband,40,Male,United-States,Benjamin,Shannon
19046,Married-AF-spouse,Private,Protective-serv,<=50K,Husband,40,Male,United-States,Hector,Herrera
19047,Never-married,?,?,<=50K,Own-child,40,Female,United-States,Nichole,Robles
19048,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,50,Male,United-States,Heidi,Taylor
19049,Married-civ-spouse,Private,Sales,<=50K,Husband,60,Male,United-States,Lisa,Lyons
19050,Married-civ-spouse,Private,Prof-specialty,>50K,Wife,40,Female,United-States,Lauren,Miller
19051,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,45,Male,United-States,Michelle,Odom
19052,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Linda,Kelly
19053,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,34,Male,United-States,Tristan,Callahan
19054,Never-married,Private,Adm-clerical,<=50K.,Own-child,18,Female,United-States,Bill,Munoz
19055,Married-civ-spouse,Private,Adm-clerical,<=50K,Wife,38,Female,United-States,Virginia,Gill
19056,Never-married,Private,Adm-clerical,<=50K,Unmarried,20,Female,United-States,Christina,Baker
19057,Married-civ-spouse,Private,Transport-moving,>50K.,Husband,40,Male,United-States,Jacob,Erickson
19058,Never-married,Federal-gov,Armed-Forces,<=50K,Other-relative,40,Male,United-States,Derrick,Patterson
19059,Divorced,Private,Exec-managerial,>50K.,Not-in-family,60,Male,United-States,Lisa,Morris
19060,Never-married,Private,Sales,<=50K,Own-child,40,Male,Columbia,David,Hebert
19061,Divorced,Private,Adm-clerical,<=50K.,Unmarried,45,Female,United-States,Emily,Burton
19062,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,99,Male,United-States,Mary,Smith
19063,Never-married,Self-emp-not-inc,Craft-repair,>50K,Not-in-family,45,Male,United-States,Nicholas,Mccormick
19064,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,40,Male,United-States,Thomas,Warren
19065,Married-civ-spouse,Local-gov,Craft-repair,<=50K,Husband,45,Male,United-States,Bailey,Hudson
19066,Married-civ-spouse,Private,Prof-specialty,<=50K.,Husband,40,Male,Mexico,Edward,Crawford
19067,Married-civ-spouse,State-gov,Prof-specialty,<=50K,Husband,15,Male,United-States,Linda,Andrews
19068,Never-married,Private,Exec-managerial,<=50K.,Not-in-family,40,Male,United-States,Adam,Craig
19069,Married-civ-spouse,Private,Other-service,<=50K.,Husband,38,Male,United-States,Ray,Mayer
19070,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,>50K.,Husband,70,Male,United-States,Tammie,Wiley
19071,Never-married,Private,Exec-managerial,<=50K.,Own-child,40,Female,United-States,Erica,Webster
19072,Married-spouse-absent,Self-emp-not-inc,Farming-fishing,<=50K,Unmarried,40,Male,United-States,Julie,Thornton
19073,Never-married,State-gov,Prof-specialty,<=50K,Own-child,25,Male,United-States,Bobby,Montgomery
19074,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,40,Male,United-States,Jason,Waller
19075,Married-civ-spouse,Federal-gov,Prof-specialty,>50K.,Husband,40,Male,United-States,Christina,Tyler
19076,Married-civ-spouse,Private,Transport-moving,>50K,Husband,40,Male,United-States,Christina,Robbins
19077,Divorced,Private,Transport-moving,<=50K,Not-in-family,40,Female,United-States,Becky,Gutierrez
19078,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,30,Male,United-States,Krista,Reyes
19079,Never-married,Federal-gov,Protective-serv,<=50K,Not-in-family,35,Female,United-States,Heather,Rush
19080,Never-married,Private,Transport-moving,<=50K,Not-in-family,40,Male,United-States,Michelle,Kelly
19081,Married-civ-spouse,Self-emp-not-inc,Sales,>50K.,Husband,48,Male,United-States,Brett,Sanders
19082,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K,Husband,60,Male,United-States,Kathryn,Wilkinson
19083,Never-married,,,<=50K.,Own-child,40,Female,United-States,Diane,Hart
19084,Married-civ-spouse,Private,Other-service,<=50K.,Husband,40,Male,China,Michael,Sanchez
19085,Divorced,Private,Adm-clerical,<=50K,Unmarried,36,Female,United-States,Leslie,Ortiz
19086,Never-married,Private,Exec-managerial,<=50K.,Other-relative,40,Female,United-States,Kimberly,Cantu
19087,Separated,,,<=50K.,Unmarried,40,Female,United-States,James,Park
19088,Married-civ-spouse,Federal-gov,Adm-clerical,>50K.,Husband,40,Male,Philippines,Hannah,Doyle
19089,Never-married,Private,Sales,<=50K,Own-child,35,Male,United-States,John,Adkins
19090,Never-married,Private,Exec-managerial,<=50K.,Unmarried,40,Female,United-States,Rachel,Henson
19091,Separated,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Susan,Norman
19092,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,30,Male,United-States,Carolyn,Giles
19093,Never-married,Private,Exec-managerial,<=50K,Not-in-family,40,Female,United-States,Zachary,Hoover
19094,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,40,Male,United-States,Phyllis,Hutchinson
19095,Widowed,State-gov,Prof-specialty,<=50K.,Unmarried,60,Female,United-States,Donna,Ramirez
19096,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K,Husband,45,Male,United-States,Vernon,Thompson
19097,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,38,Male,United-States,Kimberly,Walls
19098,Married-civ-spouse,Private,Other-service,<=50K,Own-child,35,Female,United-States,Theresa,Olsen
19099,Never-married,Private,Farming-fishing,<=50K,Not-in-family,28,Male,United-States,Catherine,Reyes
19100,Never-married,Private,Exec-managerial,<=50K,Not-in-family,40,Male,United-States,Joel,Leon
19101,Married-civ-spouse,State-gov,Prof-specialty,<=50K,Wife,38,Female,United-States,Lacey,Hunt
19102,Never-married,Private,Sales,<=50K.,Own-child,35,Female,United-States,Karen,Burgess
19103,Separated,Private,Craft-repair,<=50K,Unmarried,45,Male,United-States,Jesus,Ali
19104,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,55,Male,United-States,Robert,Scott
19105,Married-civ-spouse,Federal-gov,Armed-Forces,<=50K,Husband,40,Male,United-States,Justin,Lynch
19106,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,70,Male,United-States,Scott,Tran
19107,Married-civ-spouse,Private,Exec-managerial,<=50K,Husband,55,Male,United-States,Jessica,Simpson
19108,Married-civ-spouse,Private,Prof-specialty,<=50K.,Wife,5,Female,United-States,Lisa,Winters
19109,Never-married,Private,Tech-support,<=50K,Own-child,35,Male,United-States,Amy,Clark
19110,Divorced,Private,Farming-fishing,<=50K.,Not-in-family,50,Male,United-States,Joseph,Fuller
19111,Never-married,Private,Other-service,<=50K.,Not-in-family,40,Female,El-Salvador,Sarah,Hendrix
19112,Never-married,?,?,<=50K,Own-child,20,Male,United-States,Andrew,Bailey
19113,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Male,United-States,Allison,Mcgee
19114,Widowed,Private,Priv-house-serv,<=50K.,Unmarried,10,Female,United-States,Jennifer,Santos
19115,Never-married,State-gov,Prof-specialty,<=50K,Not-in-family,45,Male,United-States,Travis,Fernandez
19116,Married-civ-spouse,Private,Exec-managerial,<=50K.,Husband,50,Male,United-States,Michael,Raymond
19117,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,51,Male,United-States,Brian,Hunter
19118,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K,Husband,40,Male,Cuba,Arthur,Garcia
19119,Never-married,Private,Prof-specialty,<=50K.,Unmarried,30,Female,United-States,Andrew,Greene
19120,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,60,Male,United-States,Aaron,Mccarthy
19121,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Dawn,Ruiz
19122,Married-civ-spouse,?,?,>50K,Wife,10,Female,United-States,Kimberly,Scott
19123,Divorced,?,?,<=50K,Not-in-family,35,Female,United-States,Kimberly,Contreras
19124,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,45,Male,India,Lisa,Munoz
19125,Never-married,Private,Exec-managerial,<=50K,Not-in-family,45,Male,United-States,Amber,Winters
19126,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,40,Male,United-States,Roger,Harvey
19127,Never-married,Private,Sales,<=50K,Own-child,15,Female,United-States,Michael,Gill
19128,Never-married,Private,Protective-serv,<=50K,Own-child,25,Male,United-States,Shannon,Olson
19129,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K,Husband,45,Male,?,Brittany,Phillips
19130,Separated,Private,Adm-clerical,<=50K.,Unmarried,32,Female,United-States,Molly,Crawford
19131,Divorced,Private,Farming-fishing,<=50K.,Not-in-family,80,Male,United-States,Cory,Carter
19132,Never-married,Private,Tech-support,<=50K,Not-in-family,50,Male,United-States,Kenneth,Phillips
19133,Married-civ-spouse,Private,Tech-support,>50K,Wife,20,Female,United-States,Katrina,Coleman
19134,Never-married,Private,Exec-managerial,<=50K,Own-child,40,Male,United-States,Kristine,Gay
19135,Married-civ-spouse,Local-gov,Prof-specialty,>50K,Wife,50,Female,United-States,Amy,Peterson
19136,Divorced,Private,Exec-managerial,>50K,Unmarried,55,Female,United-States,Logan,Boyer
19137,Married-civ-spouse,Private,Sales,<=50K,Husband,15,Male,United-States,Katherine,Fletcher
19138,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K.,Husband,32,Male,United-States,Joshua,Thomas
19139,Married-civ-spouse,Private,Other-service,<=50K,Husband,30,Male,United-States,Briana,Cisneros
19140,Separated,Private,Exec-managerial,<=50K,Unmarried,37,Female,United-States,Raymond,Jones
19141,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,37,Male,United-States,Kimberly,Roman
19142,Never-married,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Emily,Weaver
19143,Married-spouse-absent,State-gov,Adm-clerical,<=50K,Not-in-family,40,Male,United-States,Sherry,Reynolds
19144,Divorced,Federal-gov,Prof-specialty,<=50K,Not-in-family,40,Male,United-States,Johnathan,Nguyen
19145,Never-married,Federal-gov,Adm-clerical,<=50K,Own-child,40,Female,United-States,Melissa,Mccann
19146,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,United-States,Sheila,Benson
19147,Divorced,Private,Exec-managerial,<=50K.,Unmarried,35,Female,United-States,Joshua,Johnson
19148,Never-married,Private,Other-service,<=50K,Other-relative,15,Male,United-States,Karen,Griffith
19149,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,45,Male,United-States,Lee,Diaz
19150,Separated,Private,Other-service,<=50K,Other-relative,40,Male,United-States,Tanya,Hill
19151,Married-civ-spouse,Private,Adm-clerical,>50K,Husband,40,Male,Philippines,April,Vaughan
19152,Never-married,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Nicholas,Rich
19153,Married-civ-spouse,Private,Exec-managerial,<=50K.,Wife,40,Female,United-States,Justin,Pearson
19154,Married-civ-spouse,Private,Farming-fishing,<=50K,Husband,40,Male,Mexico,Erica,Mason
19155,Divorced,Private,Other-service,<=50K,Not-in-family,40,Male,United-States,Steven,Wright
19156,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,United-States,Wendy,Cook
19157,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,Michelle,Harris
19158,Married-civ-spouse,Local-gov,Craft-repair,<=50K,Husband,35,Male,United-States,Linda,Ruiz
19159,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K.,Husband,30,Male,United-States,Jessica,Harris
19160,Never-married,?,?,<=50K,Own-child,40,Male,United-States,Edwin,Hicks
19161,Never-married,Local-gov,Prof-specialty,>50K,Not-in-family,50,Female,United-States,Christopher,Clark
19162,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,45,Male,United-States,Thomas,Ward
19163,Never-married,State-gov,Adm-clerical,<=50K,Not-in-family,37,Male,United-States,Victor,Friedman
19164,Divorced,Private,Adm-clerical,<=50K,Unmarried,40,Female,United-States,Brittney,Smith
19165,Never-married,Federal-gov,Adm-clerical,<=50K,Unmarried,40,Female,United-States,Jeremy,White
19166,Never-married,Private,Other-service,<=50K.,Not-in-family,40,Male,United-States,Jordan,Lewis
19167,Divorced,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Christopher,Camacho
19168,Never-married,Private,Adm-clerical,<=50K.,Not-in-family,40,Male,United-States,Bryan,Hayes
19169,Divorced,Private,Tech-support,<=50K,Not-in-family,40,Female,United-States,Dr.,Robert
19170,Never-married,Private,Other-service,<=50K.,Own-child,40,Male,Peru,Ashley,Frye
19171,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,40,Male,?,Valerie,Hall
19172,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K.,Husband,40,Male,United-States,Tracy,Henderson
19173,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Alicia,Kelley
19174,Never-married,State-gov,Prof-specialty,<=50K,Not-in-family,40,Male,United-States,Scott,Garcia
19175,Married-civ-spouse,State-gov,Prof-specialty,>50K.,Husband,40,Male,United-States,Alan,Lopez
19176,Divorced,Private,Machine-op-inspct,<=50K,Not-in-family,40,Female,United-States,Christy,Garcia
19177,Married-civ-spouse,Private,Prof-specialty,>50K,Wife,22,Female,United-States,Tony,Barnes
19178,Never-married,State-gov,Other-service,<=50K,Unmarried,38,Female,United-States,Kathleen,Hale
19179,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,35,Male,Guatemala,Chelsea,Mcintyre
19180,Never-married,Private,Handlers-cleaners,<=50K,Own-child,25,Male,United-States,Julie,Price
19181,Widowed,Federal-gov,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Jonathan,Sanders
19182,Never-married,Private,Machine-op-inspct,<=50K.,Not-in-family,40,Male,United-States,Lisa,Frazier
19183,Never-married,Private,Adm-clerical,<=50K,Own-child,60,Female,United-States,Angela,Boyle
19184,Married-civ-spouse,Private,Protective-serv,<=50K.,Own-child,40,Male,United-States,Michael,Grant
19185,Never-married,?,?,<=50K,Own-child,70,Male,United-States,Corey,Bond
19186,Never-married,Local-gov,Farming-fishing,<=50K.,Not-in-family,40,Female,United-States,Theresa,Davis
19187,Never-married,Private,Machine-op-inspct,<=50K,Own-child,40,Male,United-States,Melinda,Mitchell
19188,Never-married,Local-gov,Prof-specialty,<=50K,Not-in-family,45,Female,United-States,Austin,Pierce
